fpr_train	 tpr_train	 fpr_dev	 tpr_dev
0.0	0.0	0.0	0.0
0.04817518248175182	0.6736842105263158	0.07407407407407407	0.0196078431372549
0.04817518248175182	0.6947368421052632	0.07407407407407407	0.0392156862745098
0.049635036496350364	0.6947368421052632	0.08994708994708994	0.0392156862745098
0.049635036496350364	0.7052631578947368	0.08994708994708994	0.0784313725490196
0.051094890510948905	0.7052631578947368	0.12698412698412698	0.0784313725490196
0.051094890510948905	0.7157894736842105	0.12698412698412698	0.09803921568627451
0.052554744525547446	0.7157894736842105	0.13227513227513227	0.09803921568627451
0.052554744525547446	0.7421052631578947	0.13227513227513227	0.13725490196078433
0.05401459854014599	0.7421052631578947	0.17989417989417988	0.13725490196078433
0.05401459854014599	0.7684210526315789	0.17989417989417988	0.19607843137254902
0.05474452554744526	0.7684210526315789	0.18518518518518517	0.19607843137254902
0.05474452554744526	0.7842105263157895	0.18518518518518517	0.21568627450980393
0.05620437956204379	0.7842105263157895	0.19047619047619047	0.21568627450980393
0.05620437956204379	0.8105263157894737	0.19047619047619047	0.23529411764705882
0.05693430656934306	0.8105263157894737	0.2857142857142857	0.2549019607843137
0.05693430656934306	0.8263157894736842	0.3439153439153439	0.2549019607843137
0.05766423357664233	0.8263157894736842	0.3439153439153439	0.27450980392156865
0.05766423357664233	0.8315789473684211	0.35978835978835977	0.27450980392156865
0.058394160583941604	0.8315789473684211	0.35978835978835977	0.29411764705882354
0.058394160583941604	0.8421052631578947	0.41798941798941797	0.29411764705882354
0.059124087591240874	0.8421052631578947	0.41798941798941797	0.3137254901960784
0.059124087591240874	0.8578947368421053	0.43915343915343913	0.3137254901960784
0.060583941605839416	0.8578947368421053	0.43915343915343913	0.3333333333333333
0.060583941605839416	0.8631578947368421	0.4444444444444444	0.3333333333333333
0.061313868613138686	0.8631578947368421	0.4444444444444444	0.35294117647058826
0.061313868613138686	0.868421052631579	0.4497354497354497	0.35294117647058826
0.06350364963503649	0.868421052631579	0.4497354497354497	0.37254901960784315
0.06350364963503649	0.8736842105263158	0.4656084656084656	0.37254901960784315
0.06715328467153285	0.8736842105263158	0.4656084656084656	0.39215686274509803
0.06715328467153285	0.8789473684210526	0.5555555555555556	0.39215686274509803
0.07956204379562044	0.8789473684210526	0.5555555555555556	0.4117647058823529
0.07956204379562044	0.8894736842105263	0.582010582010582	0.4117647058823529
0.13138686131386862	0.8894736842105263	0.582010582010582	0.43137254901960786
0.13138686131386862	0.9	0.5978835978835979	0.43137254901960786
0.14452554744525548	0.9	0.5978835978835979	0.45098039215686275
0.14452554744525548	0.9052631578947369	0.6349206349206349	0.45098039215686275
0.1467153284671533	0.9052631578947369	0.6349206349206349	0.47058823529411764
0.1467153284671533	0.9105263157894737	0.6772486772486772	0.47058823529411764
0.16058394160583941	0.9105263157894737	0.6772486772486772	0.49019607843137253
0.2948905109489051	1.0	0.6825396825396826	0.49019607843137253
0.983941605839416	1.0	0.6825396825396826	0.5098039215686274
1.0	1.0	0.7301587301587301	0.5098039215686274
